;modelo;combustivel;preco;ano;km;cor;cambio;cidade;airbag motorista;freios ABS;airbag passageiro;ar-condicionado;direção elétrica;volante com regulagem de altura;travas elétricas;cd player com MP3;entrada USB;vidros elétricos dianteiros;limajuste de alturap. traseiro;desemb. traseiro;alarme;ajuste de altura;distribuição eletrônica de frenagem,;controle de tração;retrovisores elétricos;piloto automático;Kit Multimídia;bancos de couro;limp. traseiro;motor
1457;Ford Fiesta Sedan S  Rocam;Flex;33900.0;2014;25.0;Prata;0;Duque de Caxias;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1000.0
1458;Chevrolet Classic LS VHC E;Flex;33900.0;2013;95.6;Branco;0;Porto Alegre;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1000.0
1459;Volkswagen Gol;Flex;33900.0;2014;165.0;Branco;0;Cascavel;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
1460;Chevrolet Celta LT;Flex;33900.0;2014;120.0;Preto;0;Campinas;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
1461;Ford Fiesta Hatch SE  RoCam;Flex;33900.0;2014;84.2;Prata;0;Ribeirão Preto;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1000.0
1462;Ford Fiesta Hatch S Rocam;Flex;33900.0;2014;90.0;Prata;0;Campinas;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;1;1000.0
1463;Chevrolet Celta LT;Flex;33900.0;2013;60.0;Vermelho;0;Rio das Ostras;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
1464;Fiat Uno Vivace;Flex;33900.0;2013;73.0;Cinza;0;Manaus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
1465;Chevrolet Celta LT;Flex;33900.0;2013;68.0;Branco;0;Manaus;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
1466;Ford Fiesta Sedan SE  Rocam;Flex;33900.0;2013;110.0;Prata;0;São Paulo;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;1600.0
1467;Chevrolet Celta LT;Flex;33900.0;2014;132.0;Branco;0;Colombo;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1000.0
1468;Ford Fiesta Hatch S Rocam;Flex;33900.0;2013;97.0;Prata;0;São Carlos;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1000.0
1469;Renault Sandero Expression;Gasolina;33900.0;2013;79.0;Branco;0;Canoas;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
1470;Renault Sandero Expression;Gasolina;33900.0;2013;79.0;Branco;0;Canoas;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
1471;Chevrolet Celta LT;Flex;33900.0;2013;93.0;Preto;0;Manaus;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
1472;Ford Fiesta Hatch SE Rocam;Flex;33900.0;2013;152.096;Branco;0;Campinas;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1600.0
1473;Fiat Uno Vivace;Flex;33900.0;2013;112.0;Vermelho;0;Cocal do Sul;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
1474;Fiat Siena EL;Flex;33900.0;2013;104.0;Vermelho;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1000.0
1475;Chevrolet Celta LT;Flex;33900.0;2013;109.489;Branco;0;Itajaí;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
1476;Ford Fiesta Hatch Rocam;Flex;33900.0;2013;95.0;Prata;0;Porto Alegre;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1000.0
1477;Chevrolet Celta LT;Flex;33900.0;2012;105.0;Prata;0;Sinop;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
1478;Fiat Grand Siena Attractive;Flex;33900.0;2012;150.0;Preto;0;São Paulo;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1400.0
1479;Fiat Palio Attractive;Flex;33900.0;2012;112.0;Prata;0;Monte Aprazível;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1000.0
1480;Fiat Uno Economy;Flex;33900.0;2013;123.778;Prata;0;Teresópolis;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1400.0
1481;Volkswagen Fox  VHT;GNV;33900.0;2013;175.0;Branco;0;São Pedro da Aldeia;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1000.0
1482;Ford New Fiesta Sedan SE;Flex;33900.0;2013;140.6;Prata;0;Catanduva;0;0;0;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1600.0
1483;Fiat Palio Fire;Flex;33900.0;2012;165.0;Cinza;0;Blumenau;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
1484;Toyota Etios Sedan XS;Flex;33900.0;2013;130.0;Prata;0;Rio de Janeiro;0;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1500.0
1485;Volkswagen Gol;Flex;33900.0;2012;75.0;Prata;0;Rio de Janeiro;1;1;1;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1600.0
1486;Volkswagen Gol;Flex;33900.0;2012;110.0;Prata;0;Fortaleza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
1487;Ford Fiesta Hatch Rocam;Flex;33900.0;2012;108.0;Preto;0;São Paulo;0;0;0;1;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1600.0
1488;Ford Fiesta Hatch Rocam;Flex;33900.0;2013;116.0;Vermelho;0;Ribeirão Preto;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
1489;Volkswagen Gol;Flex;33900.0;2012;74.159;Prata;0;Cambé;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
1490;Ford Fiesta Sedan  Rocam;Flex;33900.0;2012;96.0;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1600.0
1491;Fiat Uno Way;Flex;33900.0;2012;92.0;Cinza;0;São Bernardo do Campo;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;1000.0
1492;Volkswagen Fox  VHT;Flex;33900.0;2012;94.0;Preto;0;São Paulo;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1000.0
1493;Nissan Livina S;Flex;33900.0;2012;128.1;Preto;0;Porto Alegre;0;0;1;1;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1600.0
1494;Volkswagen Fox  VHT;Flex;33900.0;2013;127.0;Preto;0;Colombo;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1000.0
1495;Ford Fiesta Hatch Rocam;Flex;33900.0;2012;102.0;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1600.0
1496;Chevrolet Celta LT;Flex;33900.0;2013;96.0;Prata;0;Gravataí;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
1497;Volkswagen Gol  VHT City;Flex;33900.0;2013;134.4;Preto;0;Caicó;1;1;1;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1600.0
1498;Volkswagen Gol;Flex;33900.0;2013;175.435;Prata;0;Campinas;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
1499;Volkswagen Fox  VHT;Flex;33900.0;2012;161.144;Vermelho;0;Brasília;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1000.0
1500;Renault Sandero Privilege;Flex;33900.0;2012;142.0;Preto;1;São Paulo;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1600.0
1501;Nissan Versa  SV;Flex;33900.0;2011;153.4;Prata;0;São Paulo;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1600.0
1502;Ford Fiesta Sedan  Rocam;Flex;33900.0;2011;127.2;Prata;0;São Bernardo do Campo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1600.0
1503;Volkswagen Gol;Flex;33900.0;2011;;Branco;0;Dois Irmãos;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
1504;Volkswagen Gol;Flex;33900.0;2011;102.175;Branco;0;Aparecida de Goiânia;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1600.0
1505;Fiat Idea Adventure  E.TorQ Dualogic;Flex;33900.0;2012;132.123;Azul;1;Macaé;1;1;1;1;0;1;1;0;0;0;0;1;1;1;0;0;1;0;0;0;1;1800.0
1506;Volkswagen Gol;Flex;33900.0;2011;96.5;Branco;0;Porto Alegre;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
1507;Chevrolet Corsa Hatch Maxx;Flex;33900.0;2012;135.3;Preto;1;Santo André;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1400.0
1508;Citroën Xsara Picasso Exclusive;Flex;33900.0;2011;119.0;Prata;0;Gravataí;1;1;1;1;0;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;1600.0
1509;Fiat Uno Way;Flex;33900.0;2011;171.0;Vermelho;0;Santos;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
1510;Citroën C3 Exclusive Solaris;Flex;33900.0;2012;92.812;Prata;1;São Paulo;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
1511;Fiat Siena EL;Flex;33900.0;2012;106.573;Preto;0;Curitiba;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1400.0
1512;Citroën C4 Picasso;Flex;33900.0;2011;124.0;Preto;1;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000.0
1513;Fiat Idea Essence Italia;Flex;33900.0;2012;155.0;Prata;0;São José do Rio Preto;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;1;1;1600.0
1514;Citroën C3 Exclusive Solaris;Flex;33900.0;2012;54.0;Branco;1;Foz do Iguaçu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
1515;Citroën C4 Pallas GLX;Flex;33900.0;2011;82.341;Preto;1;Rio de Janeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000.0
1516;Fiat Uno Way;Flex;33900.0;2011;153.3;Prata;0;Votorantim;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
1517;Citroën C3 Exclusive;Flex;33900.0;2012;116.71;Prata;1;Votorantim;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1600.0
1518;Volkswagen Gol;Flex;33900.0;2011;128.0;Branco;0;Uberlândia;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1600.0
1519;Volkswagen Fox  VHT;Flex;33900.0;2011;106.5;Azul;1;Anápolis;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1600.0
1520;Chevrolet Agile LTZ;Flex;33900.0;2011;102.374;Preto;0;São Paulo;1;0;0;1;0;0;0;1;1;1;0;1;1;1;0;0;1;0;0;0;0;1400.0
1521;Ford Fiesta Hatch;Flex;33900.0;2011;115.215;Prata;0;Curitiba;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1600.0
1522;Renault Sandero Privilege;Flex;33900.0;2011;92.952;Prata;1;São Paulo;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
1523;Volkswagen Voyage  Total Flex;Flex;33900.0;2011;110.016;Branco;0;Igrejinha;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1000.0
1524;Nissan March  S;Flex;33900.0;2011;131.285;Branco;0;Brasília;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1000.0
1525;Nissan Sentra;Flex;33900.0;2011;160.0;Preto;0;São Paulo;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;2000.0
1526;Nissan March  S;Flex;33900.0;2011;179.051;Branco;0;Taubaté;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1000.0
1527;Fiat Palio Attractive;Flex;33900.0;2010;101.0;Prata;0;Osasco;1;1;0;1;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1400.0
1528;Chevrolet Agile LTZ;Flex;33900.0;2010;129.0;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1400.0
1529;Chevrolet Astra Sedan Advantage;Flex;33900.0;2010;134.0;Prata;0;São Paulo;1;0;0;1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;0;2000.0
1530;Volkswagen Fox;Flex;33900.0;2010;100.0;Cinza;0;Londrina;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1000.0
1531;Citroën C4 Pallas Exclusive;Flex;33900.0;2011;135.0;Preto;1;São José dos Campos;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;2000.0
1532;Citroën C4 GLX;Flex;33900.0;2010;100.0;Vermelho;1;Belo Horizonte;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;1;1;0;0;1;2000.0
1533;Fiat Uno Way;Flex;33900.0;2010;96.0;Preto;0;São Bernardo do Campo;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
1534;Volkswagen Fox;Flex;33900.0;2011;;Preto;0;Lucas do Rio Verde;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1000.0
1535;Fiat Uno Way;Flex;33900.0;2010;165.0;Prata;0;Araranguá;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
1536;Volkswagen Gol Power;Flex;33900.0;2010;137.0;Prata;0;Ponta Grossa;1;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
1537;Volkswagen Polo Hatch.  E-Flex;Flex;33900.0;2010;145.0;Preto;0;Mogi das Cruzes;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
1538;Volkswagen Gol;Flex;33900.0;2010;127.0;Branco;0;Itaperuçu;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1600.0
1539;Ford Fiesta Sedan;Flex;33900.0;2010;168.05;Cinza;0;Cascavel;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
1540;Fiat Punto Essence;Flex;33900.0;2010;129.555;Preto;0;Brasília;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1600.0
1541;Volkswagen Fox;Flex;33900.0;2010;124.0;Preto;0;Içara;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1000.0
1542;Volkswagen Fox;Flex;33900.0;2010;107.511;Preto;0;Novo Hamburgo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1000.0
1543;Fiat Punto Attractive;Flex;33900.0;2011;140.0;Preto;0;São Paulo;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1400.0
1544;Fiat Punto Attractive;Flex;33900.0;2010;162.0;Preto;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.0
1545;Volkswagen SpaceFox;Flex;33900.0;2011;148.0;Preto;0;Cordeiro;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1600.0
1546;Volkswagen Fox Prime;Flex;33900.0;2010;120.0;Prata;0;Caraguatatuba;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1600.0
1547;Chevrolet Montana Conquest;Flex;33900.0;2009;240.0;Prata;1;Sorocaba;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1400.0
1548;Volkswagen CrossFox;Flex;33900.0;2009;131.022;Prata;0;Belo Horizonte;0;0;0;1;0;1;1;0;1;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
1549;Chevrolet Zafira Expression;Flex;33900.0;2009;150.0;Prata;1;São Bernardo do Campo;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;2000.0
1550;Volkswagen Fox Prime  I-Motion;Flex;33900.0;2010;150.622;Prata;1;Jundiaí;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1600.0
1551;Renault Sandero Stepway;Flex;33900.0;2010;98.0;Preto;1;Araraquara;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;1;1600.0
1552;Fiat Palio ELX Dualogic;Flex;33900.0;2010;170.0;Verde;1;São Bernardo do Campo;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1800.0
1553;Volkswagen SpaceFox Route;Flex;33900.0;2009;98.75;Prata;0;São Paulo;0;0;0;1;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
1554;Volkswagen CrossFox;Flex;33900.0;2009;203.06;Preto;0;Brasília;0;0;0;1;0;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;1;1600.0
1555;Volkswagen Polo Hatch.  E-Flex;Flex;33900.0;2009;205.0;Preto;0;São Paulo;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1600.0
1556;Chevrolet Montana Conquest;Flex;33900.0;2009;227.1;Preto;0;Belo Horizonte;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1400.0
1557;Renault Kangoo Express  Hi-Flex;Flex;33900.0;2010;230.0;Branco;0;Osasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
1558;Ford EcoSport Ecosport XLT;Flex;33900.0;2009;175.0;Preto;0;Osasco;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1600.0
1559;Ford EcoSport Ecosport XLT;Flex;33900.0;2008;135.0;Preto;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
1560;Volkswagen Kombi Lotação;Flex;33900.0;2009;193.355;Branco;0;Rio Claro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.0
1561;Chevrolet Zafira Elite;Flex;33900.0;2009;150.0;Prata;0;Penha;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;1;1;0;1;1;2000.0
1562;Ford EcoSport Ecosport XLT;Flex;33900.0;2008;204.973;Prata;0;Jataí;1;0;1;1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;1;1600.0
1563;Fiat Strada Trekking;Flex;33900.0;2007;114.336;Cinza;0;Araruama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.0
1564;Volkswagen CrossFox;Flex;33900.0;2007;169.0;Preto;0;Pouso Alegre;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1600.0
1565;Volkswagen CrossFox;Flex;33900.0;2007;199.0;Verde;0;São Paulo;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1600.0
1566;Honda Accord Sedan LX;Gasolina;33900.0;2007;266.0;Preto;1;Brasília;1;1;1;1;0;1;1;0;0;1;0;1;1;1;0;0;1;1;0;0;0;2000.0
1567;Chevrolet Vectra Elegance;Flex;33900.0;2006;135.708;Prata;0;Curitiba;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;2000.0
1568;Toyota Corolla Sedan XLi;Gasolina;33900.0;2007;170.0;Prata;1;Ribeirão Preto;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1600.0
1569;Toyota Corolla Sedan XLi;Gasolina;33900.0;2005;190.0;Prata;0;Jaú;0;0;0;1;0;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;0;1600.0
1570;Ford EcoSport Ecosport XLS;Flex;33987.0;2008;155.0;Preto;0;Ribeirão Preto;0;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
1571;Fiat Palio Fire;Flex;33990.0;2014;95.628;Preto;0;Sorocaba;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1000.0
1572;Volkswagen Up!  E-Flex take up!;Flex;33990.0;2015;196.358;Branco;0;Paulínia;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1000.0
1573;Fiat Siena EL;Flex;33990.0;2014;143.959;Branco;0;Porto Alegre;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1000.0
1574;Fiat Siena EL;Flex;33990.0;2014;143.959;Branco;0;Porto Alegre;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1000.0
1575;Fiat Uno Vivace;Flex;33990.0;2013;67.815;Prata;0;Chapecó;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1000.0
1576;Chevrolet Celta LT;Flex;33990.0;2013;130.0;Vermelho;0;Jesuítas;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
1577;Volkswagen Gol;Flex;33990.0;2013;192.0;Vermelho;0;Brasília;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
1578;Ford Fiesta Hatch SE  RoCam;Flex;33990.0;2013;125.0;Preto;0;Campinas;1;1;1;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1000.0
1579;Ford Fiesta Hatch S Rocam;Flex;33990.0;2013;133.352;Prata;0;Caraguatatuba;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1000.0
1580;Fiat Palio Attractive;Flex;33990.0;2013;90.605;Prata;0;Fortaleza;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1000.0
1581;Renault Sandero Expression;Flex;33990.0;2012;218.0;Prata;0;Campinas;0;0;0;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
1582;Peugeot 308 Active  16v;Flex;33990.0;2012;;Branco;0;Porto Alegre;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;1600.0
1583;Ford Courier L;Flex;33990.0;2012;177.907;Branco;0;Sorocaba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
1584;Volkswagen Fox  VHT;Flex;33990.0;2011;119.765;Branco;0;Salto;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1000.0
1585;Citroën C3 Exclusive;Flex;33990.0;2011;97.0;Vermelho;1;Curitiba;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1600.0
1586;Renault Sandero Privilege;Flex;33990.0;2012;133.0;Prata;1;São Paulo;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
1587;Volkswagen Fox  VHT;Flex;33990.0;2011;115.349;Prata;0;Campinas;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
1588;Volkswagen Gol  VHT;Flex;33990.0;2011;132.182;Vermelho;0;Campo Grande;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
1589;Fiat Uno Way;Flex;33990.0;2011;98.0;Bege;0;Fortaleza;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1400.0
1590;Fiat Punto Attractive;Flex;33990.0;2011;122.0;Prata;0;São Paulo;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;1400.0
1591;Renault Sandero Stepway;Flex;33990.0;2010;93.963;Vermelho;0;Rio de Janeiro;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;1;1600.0
1592;Volkswagen Fox Prime;Flex;33990.0;2010;174.0;Prata;0;Campinas;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1600.0
1593;Kia Picanto EX;Flex;33990.0;2010;60.0;Cinza;1;São Paulo;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1000.0
1594;Kia Picanto EX;Flex;33990.0;2010;135.0;Vermelho;1;Santo André;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1000.0
1595;Volkswagen CrossFox;Flex;33990.0;2008;140.0;Preto;1;Araraquara;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
1596;Fiat Siena EL;MultiFlex (Alc;33999.0;2013;100.0;Branco;0;Rio de Janeiro;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1400.0
1597;Chevrolet Classic LS  VHCE;Flex;34000.0;2014;60.0;Preto;0;Sombrio;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
1598;Fiat Uno Vivace;Flex;34000.0;2015;88.0;Preto;0;Sumaré;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
1599;Volkswagen Gol  TEC City;Flex;34000.0;2013;166.0;Branco;0;São Luís;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
1600;Renault Sandero Expression;Flex;34000.0;2013;119.0;Branco;0;Criciúma;0;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1600.0
1601;Fiat Idea Attractive;Flex;34000.0;2011;104.291;Prata;0;Rio Claro;0;0;0;0;0;1;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;1400.0
1602;Citroën C3 Picasso GLX;Flex;34000.0;2011;151.668;Prata;0;Limeira;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;1600.0
1603;Fiat Idea Adventure  E.TorQ Dualogic;Flex;34000.0;2010;69.0;Prata;1;Itajubá;1;1;1;1;0;1;1;0;1;1;0;1;1;1;0;0;1;0;0;0;1;1800.0
1604;Nissan Grand Livina SL;Flex;34000.0;2010;110.0;Prata;1;Aracaju;1;1;1;1;0;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1800.0
1605;Volkswagen Fox;Flex;34000.0;2011;105.652;Prata;1;Bauru;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;0;0;1;1600.0
