modelo,combustivel,preco,ano,km,cor,cambio,cidade,airbag motorista,freios ABS,airbag passageiro,ar-condicionado,direção elétrica,volante com regulagem de altura,travas elétricas,cd player com MP3,entrada USB,vidros elétricos dianteiros,limajuste de alturap. traseiro,desemb. traseiro,alarme,ajuste de altura,distribuição eletrônica de frenagem,controle de tração,retrovisores elétricos,piloto automático,Kit Multimídia,bancos de couro,limp. traseiro,motor
Renault Logan Expression  Hi-Torque,Flex,27490.0,2011,147.0,Preto,0,Campinas,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1600.0
Chevrolet Cobalt LTZ,MultiFlex (Alc,37520.0,2013,70.0,Prata,0,Nova Iguaçu,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1400.0
Chevrolet Classic LS VHC E,Flex,26990.0,2012,198.75,Prata,0,Paulínia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Fiat Palio ELX,Flex,27800.0,2007,186.567,Preto,0,Cascavel,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1400.0
Chevrolet Agile LTZ,Flex,31900.0,2010,128.0,Preto,0,Mogi Mirim,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1400.0
Citroën C4 Pallas GLX,Flex,32900.0,2009,155.8,Prata,1,Mogi Guaçu,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2000.0
Volkswagen Gol,Flex,28900.0,2011,131.0,Branco,0,Barra Mansa,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000.0
Renault Symbol  Expression,Flex,23900.0,2011,196.546,Prata,0,Curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Chevrolet Agile LTZ,Flex,34900.0,2011,124.489,Branco,0,Estância Velha,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1400.0
Chevrolet Celta Spirit  VHCE,Flex,24900.0,2009,124.032,Prata,0,Barra Mansa,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Peugeot 408 Allure,Flex,34990.0,2011,142.0,Prata,1,Americana,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2000.0
Citroën C3 Picasso Exclusive,Flex,38900.0,2013,74.0,Branco,0,Ponta Grossa,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1600.0
Renault Sandero Expression,Flex,26900.0,2011,119.0,Preto,0,Curitiba,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Ford Fiesta Hatch Rocam,Flex,32900.0,2012,118.0,Branco,0,Sapucaia do Sul,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Peugeot 208  Active,MultiFlex (Alc,77240.0,2022,40.152,Branco,1,Pelotas,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1600.0
Fiat Punto Essence  Dualogic,Flex,32900.0,2011,140.59,Branco,1,Arapongas,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Ford Fiesta Sedan,Flex,32900.0,2011,160.0,Dourado,0,Sorocaba,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1600.0
Chevrolet Classic LS VHC E,Flex,24900.0,2010,140.0,Prata,1,Ribeirão Preto,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Gol,Flex,27900.0,2009,198.021,Vermelho,0,Suzano,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1000.0
Fiat Uno Vivace,Flex,33990.0,2013,67.815,Prata,0,Chapecó,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1000.0
Ford Fiesta Sedan  Rocam,Flex,35000.0,2012,98.0,Branco,0,Linhares,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1600.0
Volkswagen CrossFox,Flex,34900.0,2009,174.0,Prata,0,Marabá,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Chevrolet Celta LT,Flex,28900.0,2012,136.0,Branco,0,Araranguá,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Fiat Strada Trekking,Flex,33900.0,2007,114.336,Cinza,0,Araruama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Fiat Fiorino Furgão,Flex,37900.0,2011,175.0,Branco,0,São Paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300.0
Honda Civic  Turbo Touring CVT,Flex,158980.0,2020,28.922,Branco,1,Mogi das Cruzes,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1500.0
Chevrolet Celta LT,Flex,32900.0,2013,102.857,Vermelho,0,Santo André,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1000.0
Chevrolet Corsa Hatch  EconoFlex Premium,Flex,26900.0,2008,150.0,Cinza,0,Mogi das Cruzes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Volkswagen Gol  TEC,Flex,34777.0,2012,142.0,Preto,0,Campinas,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Fiat Palio Attractive,Flex,37900.0,2012,122.2,Cinza,0,São Sebastião,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1400.0
Fiat Palio Essence,Flex,38900.0,2013,135.0,Cinza,1,Bauru,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1600.0
Fiat Siena EL,MultiFlex (Alc,29900.0,2014,200.0,Preto,0,Rio de Janeiro,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1000.0
Fiat Strada  Cabine Dupla Endurance,Flex,82510.0,2022,51.574,Branco,0,Salvador,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1400.0
Nissan Sentra,Flex,33900.0,2011,160.0,Preto,0,São Paulo,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2000.0
Volkswagen Voyage City I-Motion,Flex,36900.0,2012,115.15,Preto,1,São Paulo,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1600.0
Chevrolet Celta LS,Flex,22900.0,2013,121.0,Prata,0,São Bernardo do Campo,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1000.0
Volkswagen Gol,Flex,34900.0,2013,112.0,Vermelho,0,Brasília,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1000.0
Chevrolet Astra Hatch Advantage,Flex,36900.0,2011,105.139,Prata,0,Curitiba,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,2000.0
Chevrolet Corsa Hatch Maxx,Flex,27900.0,2009,115.0,Bege,0,Itaquaquecetuba,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1400.0
Volkswagen Gol,Flex,32900.0,2011,180.0,Cinza,0,Mogi Guaçu,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1000.0
Citroën C3 Picasso GLX,Flex,35900.0,2011,127.088,Prata,0,Praia Grande,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Citroën C3 Tendance,Flex,34800.0,2013,194.665,Vermelho,0,Capivari,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1500.0
Ford Ka Sedan SE Plus  16v,Flex,38900.0,2015,67.587,Prata,0,Niterói,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1500.0
Nissan Livina SL  aut.,Gasolina,34900.0,2010,101.0,Cinza,1,Porto Alegre,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800.0
Chevrolet Classic LS VHC E,Flex,29500.0,2012,90.0,Prata,0,José Bonifácio,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1000.0
Chevrolet Celta LT,Flex,35000.0,2015,95.0,Branco,0,Rio Branco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Gol Power,Flex,38900.0,2012,1.234,Vermelho,0,Sapucaia do Sul,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1600.0
Fiat Bravo Essence  Dualogic,Flex,34900.0,2012,88.5,Cinza,1,Florianópolis,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1800.0
Volkswagen Fox City,Flex,27900.0,2008,111.111,Vermelho,0,Osasco,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1000.0
Nissan Grand Livina SL,Flex,34000.0,2010,110.0,Prata,1,Aracaju,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1800.0
Renault Clio Expression,Flex,36900.0,2015,83.0,Vermelho,0,Sorocaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Up!  E-Flex move up!,Flex,38990.0,2014,90.261,Branco,0,Cuiabá,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1000.0
Fiat Palio Attractive,Flex,37900.0,2012,122.2,Cinza,0,São Sebastião,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1400.0
Fiat Uno Way,Gasolina,33000.0,2013,147.938,Bege,0,Maricá,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1000.0
Chevrolet Celta LT,Flex,33990.0,2013,130.0,Vermelho,0,Jesuítas,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Fiat Palio Fire,Flex,33900.0,2012,165.0,Cinza,0,Blumenau,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Palio Weekend Trekking,MultiFlex (Alc,32990.0,2009,11.111,Prata,0,Rio de Janeiro,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1800.0
Chevrolet Agile LTZ,Flex,38990.0,2013,111.105,Branco,0,Vila Velha,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1400.0
Fiat Palio ELX,Flex,28500.0,2008,145.0,Cinza,0,Uberaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Ford Fiesta Hatch,Flex,25990.0,2012,115.0,Preto,0,São Paulo,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000.0
Fiat Siena EL,Flex,36990.0,2014,79.583,Preto,0,Fortaleza,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1000.0
Nissan March  S,Flex,32000.0,2012,112.1,Preto,0,Matão,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Chevrolet Prisma  LT,Flex,29900.0,2012,115.76,Prata,0,Conchal,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1400.0
Renault Sandero Privilege,Flex,32900.0,2012,99.0,Branco,1,Campos dos Goytacazes,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Volkswagen Gol,Flex,32990.0,2012,220.0,Vermelho,0,Campinas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Volkswagen Gol  TEC City,Flex,37900.0,2013,79.87,Prata,0,São Paulo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Citroën C3 Tendance,Flex,36900.0,2012,126.494,Branco,0,Osasco,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1500.0
Volkswagen Gol  TEC City,Flex,38900.0,2014,105.0,Prata,0,Cuiabá,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Palio ELX,Flex,29900.0,2008,157.0,Cinza,0,São Paulo,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1400.0
Fiat Palio Attractive,Flex,36990.0,2012,162.761,Preto,0,Campo Grande,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1400.0
Fiat Uno Vivace,Flex,28900.0,2010,178.6,Cinza,0,Cascavel,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Uno Sporting,Flex,36900.0,2012,135.493,Branco,0,Palhoça,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1400.0
Chevrolet Celta LT,Flex,35990.0,2014,77.114,Vermelho,1,Osasco,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Chevrolet Classic LS  VHCE,Flex,33900.0,2015,170.0,Branco,0,Brasília,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000.0
Chevrolet Celta LT,Flex,35900.0,2012,85.0,Prata,0,Manaus,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Renault Sandero Stepway,Flex,31900.0,2010,154.0,Cinza,0,São José do Rio Preto,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1600.0
Volkswagen Gol  TEC City,Flex,29900.0,2013,140.0,Vermelho,0,Boa Vista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Saveiro,Flex,34990.0,2010,117.0,Preto,0,Recife,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1600.0
Volkswagen SpaceFox Comfortline,Flex,32900.0,2007,182.0,Bege,0,Carapicuíba,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1600.0
Fiat Uno Vivace,Flex,36990.0,2015,89.108,Branco,0,Joinville,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1000.0
Citroën C4 Pallas Exclusive,Flex,33900.0,2011,135.0,Preto,1,São José dos Campos,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,2000.0
Fiat Punto Attractive,Flex,37900.0,2013,56.0,Preto,0,São Paulo,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Lifan X60  VVT,Gasolina,36900.0,2013,82.0,Prata,0,Belo Horizonte,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1800.0
Ford Fiesta Hatch,Flex,28900.0,2011,128.7,Prata,0,Conselheiro Lafaiete,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Chevrolet Prisma Maxx,Flex,26890.0,2009,211.5,Preto,0,Santo André,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1400.0
Renault Clio Expression,Gasolina,37900.0,2015,68.876,Branco,0,Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Gol,Flex,33900.0,2011,,Branco,0,Dois Irmãos,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Volkswagen Voyage  VHT City,Flex,37900.0,2014,129.0,Preto,0,São Paulo,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1600.0
Fiat Punto Attractive,Flex,29900.0,2011,175.0,Prata,0,Londrina,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1400.0
Fiat Uno Sporting,Flex,36900.0,2013,197.0,Preto,0,Santo André,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1400.0
Fiat Uno Vivace,Flex,32490.0,2015,166.341,Branco,0,Brasília,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
CAOA Chery QQ Act,Flex,35900.0,2017,60.77,Vermelho,0,Taquara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Zafira Expression,Flex,32900.0,2009,158.0,Prata,1,São Paulo,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,2000.0
Renault Kwid  Zen,Flex,52170.0,2021,52.606,Prata,0,Maceió,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Ford Fiesta Hatch Rocam,Flex,32900.0,2012,190.0,Preto,0,São José dos Campos,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Ford New Fiesta Sedan SE,Flex,32900.0,2012,114.73,Prata,0,Carapicuíba,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Fiat Siena EL,Flex,38900.0,2014,114.0,Branco,0,Goiânia,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1400.0
Chevrolet Montana Conquest,Flex,28900.0,2005,176.0,Preto,0,Curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800.0
Fiat Palio Weekend Trekking,Flex,28900.0,2012,195.343,Branco,0,Curitiba,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1600.0
Chevrolet Celta LS,Flex,29890.0,2012,108.175,Preto,0,Osasco,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1000.0
Chevrolet Prisma Maxx,Flex,25900.0,2008,130.0,Vermelho,0,Alvorada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Ford Fiesta Sedan SE  Rocam,Flex,35900.0,2013,131.0,Branco,0,Içara,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1600.0
Fiat Uno Mille Fire Economy,Flex,27500.0,2013,185.0,Branco,0,Hortolândia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Zafira Expression,Flex,36900.0,2010,136.0,Preto,1,Porto Alegre,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,2000.0
Chevrolet Agile LTZ,Flex,35990.0,2011,134.0,Prata,0,Sorocaba,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1400.0
Chevrolet Corsa Hatch Maxx,Flex,26900.0,2010,140.361,Cinza,0,São Paulo,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1400.0
Volkswagen SpaceFox Route,Flex,31900.0,2009,145.0,Preto,0,Pilar do Sul,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Volkswagen Fox  TEC,Flex,38900.0,2014,123.0,Preto,0,Fortaleza,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1000.0
Chevrolet Classic LS VHC E,Flex,29900.0,2013,122.84,Branco,0,Caxias do Sul,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1000.0
Fiat Uno Way,Flex,37000.0,2013,69.0,Verde,0,Fortaleza,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Volkswagen Fox,Flex,33900.0,2010,124.0,Preto,0,Içara,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1000.0
Citroën C3 GLX,Flex,27990.0,2010,15.6,Vermelho,0,Campinas,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1400.0
Chevrolet Classic LS VHC E,Flex,27000.0,2012,95.6,Prata,0,Sinop,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1000.0
Fiat Palio Attractive,Flex,38900.0,2012,165.0,Prata,0,Belo Horizonte,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Volkswagen Polo Sedan,Flex,29900.0,2010,149.0,Preto,0,São Paulo,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Fiat Uno Vivace,Flex,28900.0,2010,178.6,Cinza,0,Cascavel,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Voyage,Flex,73900.0,2022,26.033,Branco,0,Niterói,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1000.0
Volkswagen Gol,Flex,29900.0,2009,122.673,Prata,0,Santo André,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Nissan March  S,Flex,36870.0,2015,76.0,Branco,0,Várzea Grande,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1000.0
Citroën Aircross GLX,Flex,37987.0,2011,128.0,Preto,0,Ribeirão Preto,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1600.0
Citroën C3 Tendance,Flex,38900.0,2013,134.0,Branco,0,Ituiutaba,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1500.0
Ford Fiesta Hatch Rocam,Flex,35900.0,2012,156.0,Preto,0,São Paulo,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Volkswagen SpaceFox,Flex,32990.0,2010,148.26,Prata,1,Porto Alegre,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1600.0
Citroën C3 Tendance,Flex,36900.0,2014,65.0,Branco,0,Duque de Caxias,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1500.0
Fiat Palio Fire,Flex,32990.0,2014,101.35,Preto,0,São Paulo,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Gol Power,Flex,27900.0,2007,132.276,Preto,1,Santo André,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Peugeot 307 Sedan Presence,Flex,24900.0,2009,170.7,Branco,0,Araucária,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1600.0
Ford Ka,Flex,20000.0,2008,94.077,Vermelho,0,Araraquara,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1000.0
Volkswagen Gol,Flex,31900.0,2009,109.0,Prata,0,Fortaleza,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Volkswagen Fox  VHT Prime,Flex,37900.0,2011,140.0,Preto,0,São Paulo,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Citroën Xsara Picasso GLX,Flex,26900.0,2011,138.654,Prata,0,Barueri,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1600.0
Chevrolet Prisma Maxx,Flex,26900.0,2009,90.0,Prata,0,Barueri,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1400.0
Chevrolet Montana LS,Flex,38900.0,2011,123.456,Cinza,0,São Carlos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Toyota Corolla  XEi CVT,Flex,124020.0,2021,47.829,Preto,1,Cuiabá,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,2000.0
Chevrolet Celta LT,Flex,35900.0,2013,83.0,Prata,0,Fortaleza,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Ford Fiesta Hatch Rocam,Flex,32000.0,2012,90.0,Preto,0,Iguatu,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Volkswagen Voyage  VHT City,Flex,33890.0,2013,82.0,Prata,0,Rio de Janeiro,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1600.0
Volkswagen Gol  TEC Trendline,Flex,38900.0,2014,105.652,Branco,0,Trindade,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen Fox  VHT,Flex,29990.0,2011,144.0,Prata,0,São Paulo,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1000.0
Nissan March  S,Flex,36900.0,2013,104.298,Prata,0,Jundiaí,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1600.0
Volkswagen Gol  TEC City,Flex,38900.0,2014,65.0,Prata,0,Conselheiro Lafaiete,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000.0
Chevrolet Prisma  LT,Flex,26899.0,2011,117.0,Preto,0,Cuiabá,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1400.0
Citroën C3 Exclusive,Flex,25900.0,2011,120.0,Bege,0,Barra Mansa,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1400.0
Chevrolet Classic LS VHC E,Flex,27990.0,2012,49.5,Preto,0,São Vicente,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Fiat Siena EL,Flex,30900.0,2013,136.666,Branco,0,Curitiba,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1000.0
Nissan March,Flex,34990.0,2014,76.0,Cinza,0,Belém,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Agile LTZ,Flex,32900.0,2011,150.0,Prata,0,Sorocaba,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1400.0
Renault Sandero Expression,Flex,37900.0,2015,83.285,Branco,0,Votuporanga,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Volkswagen Gol Power,Flex,33900.0,2010,137.0,Prata,0,Ponta Grossa,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1600.0
Jac J3  VVT S Jet Flex,Flex,29900.0,2014,165.61,Cinza,0,Brasília,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1500.0
Ford Fiesta Sedan SE  Rocam,Flex,38900.0,2014,138.0,Preto,0,São Paulo,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Volkswagen CrossFox,Flex,33900.0,2009,131.022,Prata,0,Belo Horizonte,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Fiat Uno Vivace,Flex,26990.0,2010,148.0,Cinza,0,Hortolândia,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
