modelo,combustivel,preco,ano,km,cor,cambio,cidade,airbag motorista,freios ABS,airbag passageiro,ar-condicionado,direção elétrica,volante com regulagem de altura,travas elétricas,cd player com MP3,entrada USB,vidros elétricos dianteiros,limajuste de alturap. traseiro,desemb. traseiro,alarme,ajuste de altura,distribuição eletrônica de frenagem,controle de tração,retrovisores elétricos,piloto automático,Kit Multimídia,bancos de couro,limp. traseiro,motor
Fiat Siena Fire,Flex,25800.0,2009,111.111,Prata,0,São José do Rio Preto,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1000.0
Fiat Uno  Attractive,Flex,49990.0,2021,71.878,Branco,0,Sorocaba,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Ford Fiesta Sedan  Rocam,Flex,33900.0,2011,127.2,Prata,0,São Bernardo do Campo,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1600.0
Ford Focus Sedan GL,GNV,30900.0,2010,143.102,Prata,0,São José dos Campos,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1600.0
Fiat Punto Attractive,Flex,33900.0,2010,162.0,Preto,0,Curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Fiat Punto Attractive,Flex,35900.0,2013,119.727,Prata,0,Jundiaí,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1400.0
Volkswagen Gol,Flex,28900.0,2011,111.111,Cinza,0,Farroupilha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Celta LT,Flex,34900.0,2014,90.0,Branco,0,Rio Pardo,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Fox,Flex,29800.0,2010,143.193,Vermelho,0,Curitiba,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1000.0
Renault Logan Authentique,MultiFlex (Alc,35900.0,2014,99.999,Branco,0,Rio de Janeiro,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1000.0
Volkswagen Gol  VHT City,Flex,36900.0,2014,85.231,Prata,0,Curitiba,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1600.0
Chevrolet Montana Conquest,Flex,27900.0,2007,186.479,Prata,0,Sorocaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Fiat Mobi Evo Easy,Flex,36900.0,2017,82.123,Preto,0,Pato Branco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Up!  E-Flex take up!,Flex,38990.0,2014,38.0,Branco,0,Fortaleza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Palio ELX,Flex,31900.0,2009,155.9,Vermelho,0,Indaial,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1000.0
Renault Clio Expression,Flex,24900.0,2012,157.514,Preto,0,Curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Uno Way,Flex,31920.0,2013,50.0,Preto,0,Nova Iguaçu,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1000.0
Citroën C3 Origine,Flex,36990.0,2013,154.0,Preto,0,Campinas,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1500.0
Chevrolet Classic LS  VHCE,Flex,36900.0,2015,147.0,Branco,0,Sorocaba,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Fox  TEC,Flex,38700.0,2013,83.5,Preto,0,São Gonçalo,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1000.0
Peugeot 308 Allure  16v,Flex,36900.0,2012,129.0,Preto,0,Belo Horizonte,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1600.0
Volkswagen Gol,Flex,32900.0,2012,153.379,Branco,0,Goiânia,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1000.0
Peugeot 207 Hatch XR,Flex,25000.0,2013,111.111,Cinza,0,Londrina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Hyundai HB20  Vision,Flex,64900.0,2021,45.675,Preto,0,Lauro de Freitas,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Fiat Palio ELX,Flex,27900.0,2006,123.064,Preto,0,Parobé,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1400.0
Volkswagen Gol,Flex,55600.0,2021,53.156,Branco,0,Guarapuava,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1000.0
Citroën C3 Tendance,Flex,35900.0,2012,140.0,Vermelho,0,Bauru,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1500.0
Chevrolet Meriva Premium,Flex,27990.0,2009,130.0,Prata,1,Araras,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1800.0
Fiat Uno Way,Flex,28900.0,2011,102.716,Preto,0,Curitiba,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Chevrolet Prisma Maxx,Flex,28990.0,2009,162.0,Prata,0,São Paulo,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1400.0
Fiat Idea Attractive,Flex,34000.0,2011,104.291,Prata,0,Rio Claro,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1400.0
Volkswagen Gol Power,Flex,37800.0,2012,124.0,Branco,0,Olímpia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Volkswagen Saveiro,Flex,37990.0,2009,188.58,Preto,0,São Paulo,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Renault Sandero Expression,Flex,33800.0,2013,116.0,Branco,0,Goiânia,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Ford EcoSport Ecosport XLT,Flex,37900.0,2009,104.0,Prata,0,São Paulo,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,2000.0
Fiat Palio Attractive,Flex,37990.0,2013,101.797,Branco,0,Valinhos,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1400.0
Volkswagen Gol  TEC City,Flex,29900.0,2013,140.0,Vermelho,0,Boa Vista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Celta LS,Flex,23999.0,2011,127.0,Prata,0,Avaré,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1000.0
Toyota Etios Hatch Etios XLS,Flex,36990.0,2013,147.0,Prata,0,Natal,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1500.0
Citroën C4 Picasso,Gasolina,35999.0,2011,126.0,Prata,1,Ribeirão Preto,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,2000.0
Ford EcoSport Ecosport XLT,Flex,38900.0,2010,80.0,Prata,1,Jundiaí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0
Citroën C3 GLX,Flex,28900.0,2011,167.047,Preto,0,Sorocaba,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1400.0
Volkswagen Fox  VHT,Flex,38000.0,2012,173.0,Preto,0,Sinop,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1600.0
Fiat Uno Vivace,Flex,33900.0,2013,73.0,Cinza,0,Manaus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen SpaceFox  Trend,MultiFlex (Alc,37700.0,2011,145.056,Preto,0,São Paulo,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1600.0
Chevrolet Celta LT,Flex,34999.0,2014,81.0,Branco,0,Cabo Frio,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Palio Fire Way,Flex,35900.0,2014,91.471,Branco,0,Jundiaí,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1000.0
Volkswagen Fox Plus,Flex,25990.0,2006,210.0,Preto,0,São Paulo,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1600.0
Volkswagen Fox  TEC,Flex,34900.0,2012,98.516,Branco,0,Bagé,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1000.0
Volkswagen Fox  VHT,Flex,36000.0,2011,80.0,Preto,0,José Bonifácio,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1000.0
Chevrolet Classic LS  VHCE,Flex,36900.0,2014,160.0,Cinza,0,São Paulo,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Fiat Grand Siena Essence,Flex,36990.0,2013,135.0,Bege,0,Hortolândia,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1600.0
Fiat Grand Siena  Attractive,Flex,57500.0,2021,45.002,Preto,0,São José dos Campos,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1400.0
Fiat Palio Essence,Flex,37900.0,2012,100.159,Branco,0,São José dos Pinhais,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1600.0
Peugeot 408 Griffe,Flex,38900.0,2011,95.0,Prata,1,Osasco,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,2000.0
Volkswagen Saveiro,Flex,35900.0,2009,157.749,Prata,0,Curitiba,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1600.0
Ford Fiesta Sedan,Flex,33900.0,2010,168.05,Cinza,0,Cascavel,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Volkswagen Gol  TEC City,Flex,37900.0,2013,116.0,Vermelho,0,São Paulo,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1000.0
Volkswagen CrossFox,Flex,36800.0,2009,153.0,Preto,0,São José do Rio Preto,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1600.0
Volkswagen Gol  TEC City,Flex,34900.0,2013,130.0,Branco,0,Brasília,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Fiat Palio Fire,Flex,29000.0,2010,137.0,Cinza,0,São Bernardo do Campo,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Gol,Flex,67720.0,2022,28.649,Cinza,0,Salvador,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen SpaceFox Sportline,Flex,29000.0,2009,230.0,Preto,0,Blumenau,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Fiat Argo  Drive,Flex,61900.0,2021,70.848,Prata,0,Piracicaba,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1000.0
Volkswagen CrossFox,GNV,25900.0,2004,106.0,Prata,0,Barra Mansa,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Fiat Uno Vivace,Flex,36499.0,2015,105.76,Prata,0,São Paulo,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Palio Attractive,Flex,37900.0,2012,125.0,Branco,0,Catanduva,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1400.0
Fiat Uno Attractive,Flex,35900.0,2016,86.5,Prata,0,Várzea Grande,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1000.0
Peugeot 307 Sedan Presence,Flex,29900.0,2010,151.0,Preto,0,Joinville,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1600.0
Ford Fiesta Hatch SE  RoCam,Flex,29800.0,2014,129.0,Vermelho,0,Osasco,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Citroën C3 GLX,Flex,26900.0,2011,109.547,Branco,0,Curitiba,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1400.0
Volkswagen Fox Route,Flex,28990.0,2009,133.0,Prata,0,Campinas,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000.0
Chevrolet Classic LS  VHCE,Flex,37900.0,2015,100.0,Prata,0,Manaus,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1000.0
Volkswagen Fox,Flex,29900.0,2010,178.052,Vermelho,0,Santo André,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Volkswagen Fox,Flex,26990.0,2009,131.828,Preto,0,Brasília,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1000.0
Volkswagen Fox Plus,Flex,25900.0,2006,195.0,Preto,0,São José dos Campos,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1600.0
Volkswagen Gol,Flex,28900.0,2013,141.915,Vermelho,0,Campinas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Up!  E-Flex take up!,Flex,38900.0,2016,63.065,Vermelho,0,Goiânia,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Prisma  LT,Flex,28900.0,2011,71.5,Vermelho,0,Capinzal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Renault Sandero Expression,Flex,29600.0,2009,128.0,Branco,0,Blumenau,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1600.0
Volkswagen Parati  G4,Flex,32000.0,2010,141.615,Prata,0,Campinas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1600.0
Nissan March  S,GNV,35900.0,2014,81.953,Cinza,0,Rio de Janeiro,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1000.0
Fiat Uno Way,Flex,38000.0,2015,130.0,Vermelho,0,Pacajus,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen Voyage,Flex,38900.0,2012,140.637,Preto,0,Itápolis,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1600.0
Fiat Uno Attractive,Flex,37900.0,2016,119.0,Vermelho,0,Osasco,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Citroën C3 Exclusive,Flex,32890.0,2011,81.0,Preto,1,São Paulo,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1600.0
Chevrolet Cobalt LT,Flex,36990.0,2012,147.627,Cinza,0,Campinas,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1400.0
Fiat Siena EL,Flex,33990.0,2014,143.959,Branco,0,Porto Alegre,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1000.0
Fiat Palio Fire,Flex,33900.0,2016,88.0,Branco,0,Vargem Grande Paulista,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Renault Clio,Flex,23900.0,2012,100.0,Branco,0,Porto Alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Gol,Flex,26800.0,2013,141.0,Branco,0,Botucatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Fox  VHT,Flex,36990.0,2012,84.0,Preto,0,Recife,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1600.0
Renault Sandero Expression,Flex,29900.0,2013,61.0,Prata,0,Nova Iguaçu,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1000.0
Ford Fiesta Sedan  Rocam,Flex,32900.0,2012,153.855,Preto,0,Votorantim,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1600.0
Citroën C3 GLX,Flex,28900.0,2010,110.4,Preto,0,São José dos Pinhais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Fiat Siena EL,MultiFlex (Alc,29900.0,2012,126.0,Prata,0,Araruama,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1400.0
CAOA Chery QQ Act,Flex,35900.0,2018,40.846,Branco,0,Curitiba,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1000.0
Volkswagen Gol,Flex,33900.0,2011,102.175,Branco,0,Aparecida de Goiânia,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1600.0
Volkswagen Gol,Flex,26800.0,2013,138.0,Branco,0,Bauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Citroën C3 Picasso GLX,Flex,36990.0,2012,97.777,Vermelho,0,São Paulo,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1500.0
Volkswagen SpaceFox  Trend,Flex,34900.0,2012,72.0,Preto,0,Rio de Janeiro,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1600.0
Volkswagen Polo Sedan,Flex,29900.0,2010,149.0,Preto,0,São Paulo,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Kia Soul  U.113,Flex,38499.0,2011,88.4,Preto,0,São Vicente,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Fiat 500 Sport,Gasolina,35890.0,2009,106.0,Amarelo,0,Belo Horizonte,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1400.0
Fiat Uno Sporting,Flex,37990.0,2012,106.0,Prata,0,São Paulo,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Chevrolet Celta Spirit  VHCE,Flex,28800.0,2010,145.6,Vermelho,0,Ponta Grossa,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1000.0
Fiat Palio Attractive,Flex,34900.0,2013,169.0,Branco,0,Jundiaí,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1000.0
CAOA Chery QQ Act,Flex,34900.0,2018,119.816,Vermelho,0,Guarulhos,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1000.0
Volkswagen Voyage  Total Flex,Flex,29900.0,2010,158.0,Cinza,0,Jundiaí,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1000.0
Chevrolet Sonic Hatch LT,Flex,37900.0,2012,125.797,Prata,1,Aparecida de Goiânia,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1600.0
Volkswagen Gol,Flex,36990.0,2012,100.0,Branco,0,São José dos Campos,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1000.0
Ford Fiesta Hatch,Flex,26990.0,2012,102.0,Prata,0,Porto Velho,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1000.0
Kia Sportage LX  4x2,Gasolina,32900.0,2008,146.222,Prata,1,Suzano,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,2000.0
Renault Sandero Stepway,Flex,35900.0,2010,120.0,Prata,0,Guaíba,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1600.0
Citroën C3 Tendance,Flex,35990.0,2013,112.0,Branco,0,São Paulo,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1500.0
Nissan March  S,Flex,36900.0,2014,123.0,Prata,0,Belo Horizonte,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1000.0
Peugeot 408 Allure,Flex,34990.0,2011,142.0,Prata,1,Campinas,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2000.0
Fiat Uno Vivace,Flex,29900.0,2014,102.0,Branco,0,Curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Hyundai HB20  Evolution,Flex,69680.0,2022,48.715,Prata,0,João Pessoa,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1000.0
Fiat Uno Vivace,Flex,32500.0,2012,118.84,Prata,0,Belo Horizonte,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Fox,Flex,29900.0,2010,151.0,Prata,0,Botucatu,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1000.0
Fiat Mobi  Like,Flex,51900.0,2021,23.107,Branco,0,Bauru,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Ford Fiesta Hatch,Flex,28900.0,2010,118.0,Prata,0,São Paulo,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1600.0
Fiat Uno Vivace,Flex,34900.0,2012,116.157,Cinza,0,Mirassol,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000.0
Citroën C3 Exclusive,Flex,27990.0,2012,156.0,Prata,0,Campinas,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1400.0
Ford Fiesta Hatch  SE Plus  RoCam,Flex,37990.0,2014,138.0,Preto,0,São Paulo,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1600.0
Citroën C3 Tendance,Flex,38900.0,2013,86.0,Preto,0,Maringá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
Peugeot 208  Active,Flex,38990.0,2014,125.0,Marrom,0,Curitiba,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1500.0
Fiat Uno Vivace,Flex,32900.0,2011,129.0,Branco,0,Porto Alegre,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1000.0
Fiat Strada Working,Flex,38900.0,2013,130.0,Branco,0,Belo Horizonte,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1400.0
Nissan Versa  SV,Flex,38900.0,2013,143.0,Cinza,0,Curitiba,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1600.0
Citroën C3 Exclusive,Gasolina,34870.0,2011,77.6,Prata,1,São Paulo,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1600.0
Chevrolet Prisma Maxx,Flex,27990.0,2009,220.0,Prata,0,Campinas,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1400.0
Chevrolet Celta LT,Flex,36000.0,2014,99.0,Prata,0,Mogi Guaçu,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Chevrolet Meriva Joy,Flex,26900.0,2010,160.0,Prata,0,Cabo Frio,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1400.0
Chevrolet Prisma Maxx,Flex,28999.0,2009,163.958,Preto,0,Itararé,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1400.0
Volkswagen Fox  VHT,Flex,38000.0,2012,142.742,Vermelho,0,Caicó,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1600.0
Fiat Palio Sporting  Dualogic,GNV,37900.0,2013,119.0,Vermelho,1,Rio de Janeiro,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1600.0
Ford New Fiesta Sedan SE,Flex,31900.0,2010,85.0,Preto,0,São Gonçalo,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1600.0
Fiat Punto Attractive,Flex,29900.0,2011,175.0,Prata,0,Londrina,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1400.0
Ford Fiesta Hatch S Plus  RoCam,Flex,29900.0,2014,108.0,Branco,0,Sinop,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Volkswagen Polo Hatch.  E-Flex,Flex,34990.0,2010,125.394,Preto,0,Campinas,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1600.0
Chevrolet Celta LS,Flex,27900.0,2013,180.0,Branco,0,Curitiba,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Fiat Palio Fire,Flex,29900.0,2013,93.14,Branco,0,Curitiba,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000.0
Chevrolet Classic LS VHC E,Flex,29990.0,2013,92.0,Bege,0,Jaboatão dos Guararapes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Citroën C4 Pallas Exclusive,Flex,29887.0,2010,206.292,Prata,1,Sorocaba,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,2000.0
Peugeot 207 Hatch XR,Flex,25900.0,2012,76.8,Branco,0,Piracicaba,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Ford Fiesta Hatch,Flex,29900.0,2010,139.0,Preto,0,Franca,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1600.0
Renault Sandero Expression,Flex,29900.0,2012,170.617,Prata,0,Joinville,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1600.0
Chevrolet Meriva Joy,Flex,26999.0,2007,135.0,Prata,0,São Paulo,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1800.0
Volkswagen Fox Plus,Flex,27850.0,2006,103.472,Preto,0,São Paulo,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1600.0
Suzuki SX4,Gasolina,38900.0,2010,123.0,Cinza,1,São Paulo,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,2000.0
Chevrolet Classic LS VHC E,Flex,26800.0,2011,132.21,Branco,0,Campo Grande,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen SpaceFox  Trend,Flex,37990.0,2011,152.0,Prata,0,Rio Claro,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1600.0
